Sex,Race,Age,Grade,SexOrientation,SeatBealtUse,DrinkingDriver,DrivingDrinking,TextingDriving,WeaponCarrying,WeaponCarryingSchool,GunCarrying,UnsafeAtSchool,InjuredInSchool,PhysicalFight,SchoolPhysicalFight,SexualAbuse,TimesSexualAbuse,SexualAbuseByPartner,Bullying,CyberBullying,SmokingCigarette,AgeFirstCig,DaysSmokingCigarette,CigPerDay,Vaping,DaysVaping,SourceVaping,DaysSmokelessTobacco,DaysSmokingCigar,AgeFirstAlcohol,DaysAlcohol,BingeDrinking,LargestNumberOfDrinks,SourceAlcohol,TimesMarihuanaUseLife,AgeFirstMarihuana,TimesMarihuanaUse30Days,TimesSyntheticMarihuanaUseLife,PainMedicine,TimesCocaine,TimesInhalant,TimesHeroin,TimesMetha,TimesEcstasy,TimesSteroids,TimesNeedle,OfferedDrugsSchool,HallucinogenicDrugs,MarihuanaUse
Male,White,15,9,Gay or Lesbian,Most of the Times,1,1,1,1,1,NA,1,1,NA,1,0,1,1,1,0,NA,NA,1,1,1,1,1,NA,NA,6,2,1,NA,8,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,16,11,Heterosexual,Always,1,2,3,1,1,NA,1,1,NA,1,0,NA,NA,0,0,NA,NA,1,1,0,1,1,NA,NA,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,17,11,Bisexual,Always,3,2,7,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,0,1,1,NA,NA,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,White,16,11,Heterosexual,Always,1,2,8,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,1,NA,NA,NA,NA,6,2,1,NA,6,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,Multiple-Hispanic,16,11,Heterosexual,Always,1,1,1,1,1,NA,1,1,NA,1,0,1,1,0,0,NA,NA,1,1,1,1,1,NA,NA,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA
Male,White,17,11,Heterosexual,Always,2,2,6,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,1,3,5,NA,NA,5,2,2,NA,6,NA,6,3,3,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,17,11,Heterosexual,Most of the Times,2,3,7,1,1,NA,1,1,NA,1,1,1,2,1,1,NA,NA,2,NA,1,5,5,NA,NA,5,5,3,NA,NA,NA,5,2,5,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,17,12,Heterosexual,Most of the Times,2,2,8,1,1,NA,1,1,NA,1,0,4,4,0,1,NA,NA,1,1,1,6,4,NA,NA,6,3,1,NA,7,NA,7,3,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,White,18,12,Heterosexual,Always,2,2,8,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,1,2,5,NA,NA,6,2,1,NA,6,NA,7,3,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,17,12,Heterosexual,Always,1,2,7,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,0,1,1,NA,NA,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,17,12,Heterosexual,Most of the Times,1,3,8,1,1,NA,1,1,NA,1,0,3,2,0,0,NA,NA,1,1,1,5,5,NA,NA,6,4,4,NA,6,NA,6,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,White,18,12,Heterosexual,Most of the Times,4,4,6,1,1,NA,1,1,NA,1,0,1,1,0,0,NA,NA,4,4,1,6,5,NA,NA,5,5,5,NA,5,NA,6,4,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA
Male,White,18,12,Heterosexual,Always,1,2,4,1,1,NA,1,1,NA,1,0,1,2,1,0,NA,NA,1,1,1,1,1,NA,NA,7,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,White,18,12,Heterosexual,Always,1,2,5,1,1,NA,1,1,NA,1,0,NA,NA,0,1,NA,NA,1,1,1,6,6,NA,NA,6,1,1,NA,1,NA,6,6,3,NA,NA,NA,1,1,1,NA,NA,1,NA,NA
Male,White,18,12,Heterosexual,Always,1,2,5,1,1,NA,1,1,NA,1,0,1,2,0,1,NA,NA,1,1,1,2,5,NA,NA,6,2,1,NA,6,NA,6,3,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,White,16,11,Heterosexual,Always,5,NA,8,5,1,NA,1,1,NA,1,1,5,6,0,0,NA,NA,1,1,0,1,1,NA,NA,2,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,Asian,16,11,Bisexual,Always,1,2,2,1,1,NA,1,1,NA,1,0,1,1,0,0,NA,NA,1,1,0,1,1,NA,NA,6,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,White,17,11,Heterosexual,Always,1,2,8,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,1,5,5,NA,NA,5,1,1,NA,1,NA,5,3,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA
Male,NA,16,11,NA,Sometimes,1,1,1,1,1,NA,1,1,NA,1,0,1,NA,0,0,NA,NA,1,1,0,1,1,NA,NA,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,Multiple-Hispanic,16,11,Not sure,Always,1,2,2,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,0,1,1,NA,NA,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,White,16,11,Gay or Lesbian,Always,1,2,2,1,1,NA,1,1,NA,1,0,1,1,0,0,NA,NA,1,1,1,3,4,NA,NA,5,4,2,NA,8,NA,6,2,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA
Female,Hispanic/Latino,16,11,Heterosexual,Always,1,2,2,1,1,NA,1,1,NA,1,1,2,1,0,0,NA,NA,1,1,1,7,8,NA,NA,5,NA,1,NA,NA,NA,5,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,White,16,11,Heterosexual,Always,1,2,6,1,1,NA,1,1,NA,1,0,1,2,1,0,NA,NA,1,1,0,1,1,NA,NA,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,18,12,Not sure,Always,1,2,2,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,0,1,1,NA,NA,7,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,18,12,Heterosexual,Always,2,2,4,1,1,NA,1,1,NA,1,0,1,1,0,0,NA,NA,2,2,1,4,5,NA,NA,6,5,5,NA,5,NA,6,2,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,18,12,Heterosexual,Always,1,2,5,2,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,1,1,1,NA,NA,7,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,18,12,Not sure,Most of the Times,2,4,7,4,2,NA,1,1,NA,1,1,2,2,1,0,NA,NA,2,2,1,7,2,NA,NA,5,3,3,NA,6,NA,6,6,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA
Male,White,17,12,Heterosexual,Always,1,2,7,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,1,2,5,NA,NA,1,1,1,NA,1,NA,5,6,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,Multiple-Hispanic,16,11,Heterosexual,Always,1,1,1,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,1,1,1,NA,NA,4,1,1,NA,1,NA,4,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,Multiple-Hispanic,17,11,Heterosexual,Always,1,1,1,1,1,NA,1,1,NA,1,0,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,5,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,White,17,11,Heterosexual,Most of the Times,1,2,3,5,1,NA,1,1,NA,2,0,1,2,0,0,NA,NA,1,1,1,7,6,NA,NA,6,5,1,NA,5,NA,6,1,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA
Female,White,16,11,Heterosexual,Sometimes,3,3,5,1,1,NA,1,1,NA,1,1,3,2,1,1,NA,NA,2,2,1,7,8,NA,NA,5,5,5,NA,7,NA,5,4,2,NA,NA,NA,1,1,1,NA,NA,1,NA,NA
Male,Multiple-Hispanic,17,11,Heterosexual,Always,2,2,6,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,1,6,8,NA,NA,6,1,1,NA,1,NA,6,2,4,NA,NA,NA,1,1,1,NA,NA,1,NA,NA
Female,White,16,11,NA,Rarely,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,7,4,NA,NA,5,3,1,NA,8,NA,5,2,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,Multiple-Non-Hispanic,17,11,Heterosexual,Sometimes,1,1,1,1,1,NA,1,1,NA,1,0,2,2,0,0,NA,NA,1,1,1,6,8,NA,NA,5,1,1,NA,1,NA,5,6,3,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,Hispanic/Latino,16,11,Bisexual,Always,1,1,1,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,1,1,1,NA,NA,3,3,1,NA,6,NA,6,2,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA
Female,White,17,11,Heterosexual,Rarely,3,2,2,1,1,NA,1,1,NA,1,0,3,1,0,0,NA,NA,3,4,1,7,2,NA,NA,4,4,2,NA,6,NA,5,6,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,17,11,Heterosexual,Always,1,4,7,1,1,NA,1,1,NA,1,1,1,2,1,1,NA,NA,1,1,1,4,5,NA,NA,6,3,4,NA,5,NA,6,1,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA
Female,White,17,11,Bisexual,Always,1,2,2,1,1,NA,1,1,NA,1,0,1,1,0,0,NA,NA,1,1,0,1,1,NA,NA,6,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,16,11,Heterosexual,Always,1,2,2,1,1,NA,1,1,NA,1,0,1,2,0,1,NA,NA,1,1,1,1,1,NA,NA,6,2,1,NA,7,NA,6,2,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,16,11,Bisexual,Always,1,2,7,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,1,1,1,NA,NA,6,1,1,NA,1,NA,6,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,White,17,11,Heterosexual,Always,1,2,4,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,1,1,1,NA,NA,4,2,1,NA,8,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA
Male,Hispanic/Latino,17,11,Heterosexual,Most of the Times,1,2,7,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,1,6,4,NA,NA,6,2,1,NA,7,NA,6,3,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA
Female,White,16,11,Bisexual,Always,1,1,1,1,1,NA,1,1,NA,1,0,1,1,0,0,NA,NA,1,1,0,1,1,NA,NA,6,1,1,NA,1,NA,6,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,Multiple-Non-Hispanic,17,11,Heterosexual,Always,1,2,2,1,1,NA,1,1,NA,1,0,1,1,0,1,NA,NA,1,1,0,1,1,NA,NA,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,Hispanic/Latino,17,12,Heterosexual,Always,4,1,1,1,1,NA,1,1,NA,1,1,1,2,1,0,NA,NA,1,1,1,1,1,NA,NA,6,NA,1,NA,NA,NA,6,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,Asian,18,12,Heterosexual,Always,1,1,1,1,1,NA,1,1,NA,1,0,1,1,0,0,NA,NA,1,1,0,1,1,NA,NA,6,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,White,17,12,Heterosexual,Sometimes,1,2,6,1,1,NA,1,1,NA,1,1,1,2,1,1,NA,NA,1,1,1,7,4,NA,NA,5,2,1,NA,6,NA,5,6,2,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,White,17,11,Heterosexual,Rarely,2,2,2,3,2,NA,1,2,NA,1,0,1,2,0,0,NA,NA,7,4,1,6,8,NA,NA,3,4,2,NA,8,NA,3,6,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA
Female,White,16,11,Heterosexual,Always,1,2,8,1,1,NA,1,1,NA,1,0,NA,NA,1,0,NA,NA,1,1,1,7,8,NA,NA,6,2,2,NA,5,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,White,17,11,Heterosexual,Always,1,2,2,1,1,NA,1,1,NA,1,1,2,1,1,0,NA,NA,1,1,1,7,2,NA,NA,6,1,1,NA,1,NA,6,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,16,11,Heterosexual,Always,1,2,2,1,1,NA,1,1,NA,1,0,3,2,0,1,NA,NA,1,1,1,1,1,NA,NA,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,16,11,Heterosexual,Sometimes,1,2,2,1,1,NA,1,1,NA,1,0,1,2,1,0,NA,NA,1,1,0,1,1,NA,NA,6,2,1,NA,6,NA,6,2,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,17,11,Heterosexual,Always,1,2,2,1,1,NA,1,1,NA,1,0,1,1,1,0,NA,NA,1,1,0,1,1,NA,NA,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,17,11,Heterosexual,Always,1,1,1,1,1,NA,2,1,NA,1,0,1,2,1,0,NA,NA,1,1,0,1,1,NA,NA,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,Multiple-Non-Hispanic,17,11,Heterosexual,Sometimes,1,2,2,1,1,NA,1,1,NA,1,0,1,1,0,0,NA,NA,1,1,1,4,5,NA,NA,6,4,5,NA,6,NA,6,3,5,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,Multiple-Hispanic,17,11,Heterosexual,Always,1,1,1,1,1,NA,2,1,NA,1,0,1,2,0,0,NA,NA,2,3,1,1,1,NA,NA,6,1,1,NA,1,NA,6,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,Multiple-Hispanic,17,11,Bisexual,Sometimes,1,1,1,1,1,NA,3,1,NA,1,1,3,4,0,0,NA,NA,1,1,0,1,1,NA,NA,5,2,3,NA,8,NA,5,1,2,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,17,11,Heterosexual,Always,1,2,4,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,1,3,6,NA,NA,5,1,1,NA,1,NA,6,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,16,11,Heterosexual,Always,1,2,2,1,1,NA,1,1,NA,1,0,1,2,0,0,NA,NA,1,1,1,2,5,NA,NA,6,NA,1,NA,NA,NA,6,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Female,White,16,11,Heterosexual,Always,5,NA,1,1,1,NA,1,1,NA,1,0,1,NA,0,0,NA,NA,1,1,0,1,1,NA,NA,6,3,3,NA,3,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,0,NA,NA
Male,White,17,11,NA,Most of the Times,1,2,5,1,1,NA,1,1,NA,1,0,2,1,1,1,NA,NA,1,1,1,3,5,NA,NA,5,4,1,NA,6,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,White,18,12,Heterosexual,Always,1,2,4,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,1,4,5,NA,NA,6,3,3,NA,NA,1,1,1,1,NA,1,1,1,NA,1,1,1,0,NA,0
Female,White,18,12,Heterosexual,Always,1,2,2,NA,1,NA,1,1,NA,1,NA,1,NA,1,1,NA,1,1,NA,1,1,1,NA,NA,5,3,3,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Male,Asian,18,12,Heterosexual,Always,1,2,6,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,Hispanic/Latino,18,12,Heterosexual,Always,1,2,3,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,1,1,1,NA,NA,7,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,Multiple-Non-Hispanic,18,12,Heterosexual,Always,1,2,5,NA,1,NA,1,1,NA,1,NA,1,NA,1,1,NA,1,1,NA,1,1,1,NA,NA,6,1,1,NA,NA,2,6,1,1,NA,1,1,1,1,1,1,1,0,NA,1
Male,Multiple-Hispanic,18,12,Heterosexual,Most of the Times,1,2,4,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,1,1,1,NA,NA,7,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,White,18,12,Heterosexual,Always,1,2,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,NA,6,NA,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,Multiple-Hispanic,18,12,Heterosexual,Always,1,2,2,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,6,4,4,NA,NA,3,6,1,1,NA,1,1,1,1,1,1,1,0,NA,1
Male,Multiple-Non-Hispanic,18,12,Heterosexual,Sometimes,1,2,6,NA,1,NA,1,1,NA,1,NA,2,NA,0,0,NA,7,2,NA,1,1,1,NA,NA,6,4,4,NA,NA,6,6,2,1,NA,1,1,1,1,1,1,1,1,NA,1
Male,White,18,12,Heterosexual,Always,1,2,3,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,1,1,1,NA,NA,6,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Male,Asian,17,12,Heterosexual,Always,1,2,2,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Male,Asian,17,12,Heterosexual,Always,1,2,8,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,1,6,2,NA,NA,6,2,1,NA,NA,3,7,2,1,NA,1,1,1,1,1,1,1,0,NA,1
Male,White,18,12,Heterosexual,Always,1,2,6,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,7,3,NA,1,5,8,NA,NA,5,4,4,NA,NA,7,5,4,1,NA,1,1,1,1,1,1,1,0,NA,1
Female,Multiple-Hispanic,18,12,Heterosexual,Most of the Times,1,1,1,NA,1,NA,1,1,NA,1,NA,3,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,7,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,Asian,18,12,Heterosexual,Always,1,2,7,NA,1,NA,1,1,NA,1,NA,1,NA,0,1,NA,1,1,NA,1,1,1,NA,NA,6,2,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Male,White,18,12,Heterosexual,Most of the Times,1,2,7,NA,1,NA,1,2,NA,1,NA,2,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,7,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,0
Male,White,18,12,Heterosexual,Never,5,6,8,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,5,1,NA,1,NA,NA,NA,NA,6,3,1,NA,NA,4,6,2,1,NA,1,1,1,1,1,1,1,0,NA,1
Male,White,18,12,Heterosexual,Always,1,2,3,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,1,1,1,NA,NA,6,3,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,0
Female,Asian,18,12,Heterosexual,Always,1,2,7,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,1,1,1,NA,NA,7,1,1,NA,NA,1,1,1,2,NA,1,1,1,1,1,1,1,0,NA,0
Female,White,18,12,Heterosexual,Always,1,2,2,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,White,16,11,Heterosexual,Always,1,1,1,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,6,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,Asian,17,11,Heterosexual,Always,1,2,3,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Male,White,17,11,Heterosexual,Always,1,1,1,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,7,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Male,White,17,11,Heterosexual,Always,1,2,3,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,NA,NA,0,1,1,NA,NA,6,2,2,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Male,Asian,17,11,Not sure,Always,1,2,2,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,Asian,17,11,Bisexual,Rarely,1,1,1,NA,1,NA,1,1,NA,1,NA,1,NA,0,1,NA,1,1,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,Multiple-Hispanic,17,11,Bisexual,Always,1,2,4,NA,1,NA,1,1,NA,1,NA,2,NA,0,1,NA,1,1,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,White,17,11,Heterosexual,Most of the Times,3,2,2,NA,1,NA,1,1,NA,1,NA,1,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,NA,2,6,1,2,NA,1,1,1,1,1,1,1,1,NA,1
Male,Asian,17,11,Heterosexual,Most of the Times,1,2,2,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,Asian,16,11,Heterosexual,Always,2,2,2,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,6,2,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,Asian,17,11,Heterosexual,Always,1,2,2,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,5,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Male,White,17,11,Heterosexual,Always,1,2,2,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,NA,NA,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Male,Asian,16,11,Heterosexual,Always,1,2,2,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,Asian,17,11,Heterosexual,Always,1,2,2,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,White,17,11,Heterosexual,Always,1,2,2,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,1,3,5,NA,NA,6,4,3,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Male,Asian,15,10,Heterosexual,Always,1,1,1,NA,1,NA,1,1,NA,1,NA,1,NA,1,0,NA,1,1,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Male,Asian,16,10,Heterosexual,Sometimes,1,1,1,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,0,NA,0
Female,Asian,15,10,Heterosexual,Most of the Times,1,1,1,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,Native Hawaiian/Other PI,15,10,Heterosexual,Most of the Times,1,1,1,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,Hispanic/Latino,17,10,Heterosexual,Sometimes,1,1,1,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,White,16,10,Heterosexual,Always,1,2,2,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,6,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Male,Asian,16,10,Heterosexual,Always,1,2,2,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,White,16,10,Heterosexual,Always,3,1,1,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,6,2,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,Asian,15,10,Heterosexual,Always,1,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Male,White,16,10,Heterosexual,Always,1,2,2,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
Female,Asian,15,10,Heterosexual,Most of the Times,NA,1,1,NA,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,1,1,NA,0,1,1,NA,NA,6,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,0
